Co_ID|Exchange|Name| root_ ticker | QMV | OS_Shares | tech_sub_sector | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|hq_location|hq_region|interlisted_code_1|interlisted_code_2|tsx_ven_grad|former_cpc|Index|technology_sub_sector|usa_city|USA_State|asia_region|place_inCopporated|fundfamily|sp_grouping|SP_Sub|income_trust_conversion| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties
INT0123|TSX|International Tower Hill Mines Ltd.|ITH| 121,430,844 | 186,816,683 |||| Mining ||TSXV Grad|20091201|USA|USA|TSX-NYSE MKT||1||||Englewood|CO||C||||| 3,670,923 | 2,622,945 | 3,288 |6||||||||AK||1||||||||||||||||||
INT0117|TSX|INV Metals Inc.|INV| 45,373,339 | 92,598,651 |||| Mining ||IPO|20060316|ON|Canada||||||||||C||||| 1,708,608 | 1,036,786 | 518 |6|Namibia||||Ecuador|||||1|1|1||||||||||||||||
IVA0003|TSX|Ivanhoe Mines Ltd.|IVN| 2,136,639,322 | 791,347,897 |||| Mining ||IPO|20121023|BC|Canada|TSX-OTCQX||||1|||||C||||| 196,879,684 | 626,766,004 | 309,437 |6|DRC (Congo),Gabon,South Africa|||||||||1||1|1|||1|||1|||||||||
JAG0003|TSX|Jaguar Mining Inc.|JAG| 118,667,122 | 325,115,403 |||| Mining ||TSXV Grad|20160803|ON|Canada|||1|||||||C||||| 14,673,607 | 5,359,768 | 4,179 |6|||||Brazil|||||1||||||||||||||||||
KAR0003|TSX|Karnalyte Resources Inc.|KRN| 10,684,295 | 28,116,565 |||| Mining |Agriculture|IPO|20101214|AB|Canada||||||||||C||||| 1,597,538 | 702,591 | 780 |6|||SK||||||||||||||||||1|||||||Magnesium
KAT0001|TSX|Katanga Mining Limited|KAT| 1,831,085,196 | 1,907,380,413 |||| Mining ||TSXV Grad|20060628|UK|UK/Europe|||1|||||||C||||| 185,215,556 | 270,877,454 | 150,765 |6|DRC (Congo)|||||||||||1||||||||||||||||Cobalt
ARM0008|TSX|Kerr Mines Inc.|KER| 51,157,034 | 255,785,168 |||| Mining ||Other|20060818|ON|Canada||||||||||C||||| 25,711,040 | 6,297,249 | 4,507 |6|||ON|||||||1||||||||||||||||||
KIN0008|TSX|Kinross Gold Corporation|K| 6,188,417,586 | 1,250,185,371 |||| Mining |||19830726|ON|Canada|TSX-NYSE||||60|||||C||||| 369,275,727 | 1,834,394,929 | 400,629 |6|Ghana,Mauritania||||Brazil,Chile|Russia||AK,NV,WA||1||||||||||||||||||
FRA0001|TSX|Kirkland Lake Gold Ltd.|KL| 5,879,793,468 | 211,199,478 |||| Mining |||19941109|ON|Canada|TSX-NYSE|TSX-ASX|||1|||||C||||| 92,365,068 | 1,964,817,861 | 465,163 |6||Australia|ON|||||||1||||||||||||||||||
KLO0001|TSX|Klondex Mines Ltd.|KDX| 553,230,639 | 180,205,420 |||| Mining ||TSXV Grad|20070226|USA|USA|TSX-NYSE MKT||1||||Winnemucca|NV||C||||| 88,563,229 | 228,494,366 | 192,156 |6|||MB|||||NV||1|1|||||||||||||||||
LAR0004|TSX|Laramide Resources Ltd.|LAM| 32,653,662 | 130,614,649 |||| Mining ||TSXV Grad|20060808|ON|Canada|TSX-ASX||1|||||||C||||| 22,382,955 | 7,388,820 | 9,522 |6||Australia||||||NM,UT|||||||||||||||1|||||
LAR0005|TSX|Largo Resources Ltd.|LGO| 902,073,878 | 518,433,263 |||| Mining ||TSXV Grad|20160704|ON|Canada|TSX-OTCQB||1|||||||C||||| 45,143,309 | 69,837,777 | 35,429 |6|||YT||Brazil||||||||||1||||||||||1|||Vanadium
IVE0001|TSX|LeadFX Inc.|LFX| 57,155,200 | 67,241,412 |||| Mining |||20001218|ON|Canada||||||||||C||||| 1,007,563 | 1,416,464 | 1,431 |6||Australia||||||AK,UT|||1|||||||1||||||||||
LEA0006|TSX|Leagold Mining Corporation|LMC| 736,042,286 | 284,186,211 |||| Mining ||TSXV Grad|20170720|BC|Canada|TSX-OTCQX||1|||||||C||||| 21,450,658 | 60,530,690 | 38,576 |6|||||Mexico|||||1||||||||||||||||||
LEV0001|TSX|Levon Resources Ltd.|LVN| 27,635,940 | 125,617,907 |||| Mining ||TSXV Grad|20120213|BC|Canada|TSX-OTCQX||1|||||||C||||| 11,513,920 | 3,028,817 | 2,354 |6|||||Mexico|||||1|1||||||||1|||||||1||
PIL0001|TSX|Liberty Gold Corp.|LGD| 77,899,821 | 177,045,048 |||| Mining ||Other|20110411|BC|Canada||||||||||C||||| 18,755,476 | 7,697,408 | 4,775 |6||||||||ID,NV,UT||1||||||||||||||||||
WES0066|TSX|Lithium Americas Corp.|LAC| 622,661,434 | 88,572,039 |||| Mining ||TSXV Grad|20110202|BC|Canada|TSX-NYSE||1|||||||C||||| 44,720,046 | 382,164,180 | 151,348 |6|||||Argentina|||NV||||||||||||||1||||||
LON0010|TSX|Loncor Resources Inc.|LN| 14,054,230 | 187,389,732 |||| Mining ||TSXV Grad|20130426|ON|Canada|||1|||||||C||||| 1,596,863 | 135,542 | 207 |6|DRC (Congo)|||||||||1||||||||||||||||||
LUC0004|TSX|Lucara Diamond Corp.|LUC| 836,693,163 | 396,537,044 |||| Mining ||TSXV Grad|20110829|BC|Canada|TSX-OMX Nordic Exchange||1||1|||||C||||| 60,759,734 | 136,288,476 | 81,721 |6|Botswana,Lesotho|||||||||||||1||||||||||||||
LUN0005|TSX|Lundin Gold Inc.|LUG| 976,291,028 | 213,163,980 |||| Mining ||TSXV Grad|20141219|BC|Canada|TSX-OMX Nordic Exchange||1|||||||C||||| 8,942,859 | 44,815,857 | 28,986 |6|||||Ecuador|||||1||||||||||||||||||
LUN0002|TSX|Lundin Mining Corporation|LUN| 5,347,615,251 | 731,547,914 |||| Mining ||TSXV Grad|20040812|ON|Canada|TSX-OMX Nordic Exchange||1||1|||||C||||| 305,133,718 | 2,563,222,801 | 688,456 |6|DRC (Congo)||||Chile||Finland,Portugal,Sweden|MI||||1|1||||||1|||||||||Cobalt
LYD0001|TSX|Lydian International Limited|LYD| 264,197,264 | 754,849,326 |||| Mining ||TSXV Grad|20080110|Channel Islands|UK/Europe|||1|1||||||F||||| 40,404,319 | 17,366,852 | 7,883 |6||||||Armenia,Georgia||||1||||||||||||||||||
MAG0012|TSX|MAG Silver Corp.|MAG| 1,214,146,136 | 85,503,249 |||| Mining ||TSXV Grad|20071005|BC|Canada|TSX-NYSE MKT||1||1|||||C||||| 24,439,318 | 343,091,991 | 161,398 |6|||||Mexico||||||1|||||||1|1|||||||||Moly-gold
MAN0019|TSX|Mandalay Resources Corporation|MND| 88,061,177 | 451,595,777 |||| Mining ||TSXV Grad|20100625|ON|Canada|||1|||||||C||||| 31,402,986 | 7,090,553 | 12,434 |6||Australia|||Chile||Sweden|||1|1|||||||||||||||||Antimony
MAR0033|TSX|Marathon Gold Corporation|MOZ| 135,568,532 | 150,631,702 |||| Mining ||Other|20101203|ON|Canada||||||||||C||||| 26,146,905 | 26,638,190 | 10,213 |6|||NL|||||ID,OR||1||||||||||||||||||
MAS0002|TSX|Mason Resources Corp|MNR| 14,075,444 | 78,196,910 |||| Mining ||Other|20170512|BC|Canada||||||||||C||||| 5,570,082 | 1,178,267 | 1,313 |6||||||||NM,NV||1||1|||1|||||||||||||
MAW0001|TSX|Mawson Resources Limited|MAW| 42,477,478 | 141,591,593 |||| Mining ||TSXV Grad|20080212|BC|Canada|||1|||||||C||||| 6,676,580 | 3,082,599 | 2,131 |6|||||||Finland,Sweden|||1||||||||||||||||||
USG0001|TSX|McEwen Mining Inc.|MUX| 917,359,116 | 337,264,381 |||| Mining ||Other|20060830|ON|Canada|TSX-NYSE|||||||||U||||| 30,940,065 | 85,549,361 | 51,901 |6|||||Argentina,Mexico|||NV||1|1|1||||||||||||||||
MEG0005|TSX|Mega Uranium Ltd.|MGA| 42,883,118 | 295,745,639 |||| Mining ||TSXV Grad|20060906|ON|Canada|||1|||||||C||||| 42,321,839 | 7,143,940 | 8,916 |6||Australia|||||||||||||||||||||1|||||
MID0012|TSX|Midas Gold Corp.|MAX| 229,499,942 | 234,183,614 |||| Mining ||IPO|20110714|BC|Canada|TSX-OTCQX|||||||||C||||| 40,227,877 | 39,305,942 | 22,474 |6||||||||USA||1||||||||||||||||||
MIN0027|TSX|Minco Silver Corporation|MSV| 39,458,086 | 60,704,748 |||| Mining ||IPO|20051201|China|Asia|TSX-OTCQX||||||||Beijing|C||||| 2,356,078 | 1,702,481 | 1,717 |6||||China|||||||1|||||||||||||||||
MON0004|TSX|Moneta Porcupine Mines Inc.|ME| 35,403,365 | 262,247,148 |||| Mining |||19110701|ON|Canada||||||||||C||||| 21,030,059 | 3,110,954 | 1,893 |6|||ON|||||||1||||||||||||||||||
MOU0003|TSX|Mountain Province Diamonds Inc.|MPVD| 693,019,173 | 210,005,810 |||| Mining |||19990122|ON|Canada|TSX-NasdaqGM|||||||||C||||| 27,879,084 | 92,144,728 | 53,153 |6|||NWT|||||||||||1||||||||||||||
NAU0001|TSX|Nautilus Minerals Inc.|NUS| 133,386,044 | 684,030,995 |||| Mining ||TSXV Grad|20070824|Australia|Australia/NZ/PNG|||1|||||||C||||| 27,189,989 | 6,704,902 | 5,835 |6||Papua New Guinea||||||||||||||||||||||||1||Seafloor Massive Sulphide
NEM0002|TSX|Nemaska Lithium Inc.|NMX| 718,885,450 | 845,747,588 |||| Mining ||TSXV Grad|20160708|Quebec|Canada|TSX-OTCQX||1|||||||C||||| 300,974,173 | 394,327,018 | 149,483 |6|||Quebec|||||||||||||||||||1||||||
NEV0006|TSX|Nevada Copper Corp.|NCU| 271,661,171 | 445,346,182 |||| Mining ||TSXV Grad|20070816|BC|Canada|||1|1||||||C||||| 14,371,637 | 9,668,850 | 3,033 |6||||||||NV||||1||||||||||||||||
NEV0005|TSX|Nevsun Resources Ltd.|NSU| 1,382,758,633 | 302,573,005 |||| Mining ||TSXV Grad|19960308|BC|Canada|TSX-NYSE MKT||1||1|||||C||||| 110,172,519 | 396,943,103 | 172,865 |6|Eritrea|||||||||1|1|1|||||||1|||||||||
DRC0001|TSX|New Gold Inc.|NGD| 1,585,770,446 | 578,748,338 |||| Mining ||TSXV Grad|20021231|BC|Canada|TSX-NYSE MKT||1||1|||||C||||| 142,436,321 | 465,327,515 | 206,307 |6||Australia|BC||Mexico|||AZ||1||||||||||||||||||
NEW0055|TSX|New Millennium Iron Corp.|NML| 11,768,519 | 181,054,146 |||| Mining ||TSXV Grad|20111019|AB|Canada|||1|1||||||C||||| 11,838,116 | 1,075,707 | 1,360 |6|||Canada||||||||||||||1|||||||||||
NEX0010|TSX|Nexa Resources S.A.|NEXA| 2,066,467,952 | 133,320,513 |||| Mining ||IPO|20171031|Brazil|Latin America|TSX-NYSE|||||||||F||||| 109,236 | 2,488,978 | 999 |6|||||Brazil, Peru||||||||||||||1|||||||||
NEX0009|TSX|NexGen Energy Ltd.|NXE| 837,057,405 | 344,468,068 |||| Mining ||TSXV Grad|20160715|BC|Canada|TSX-NYSE MKT||1|1|1|||||C||||| 92,892,658 | 253,070,940 | 166,638 |6|||SK||||||||||||||||||||1|||||
ENE0022|TSX|NextSource Materials Inc.|NEXT| 46,893,361 | 468,933,611 |||| Mining ||TSXV Grad|20110616|ON|Canada|TSX-OTCQB||1|||||||C||||| 117,492,494 | 15,664,920 | 12,139 |6|Madagascar|||||||||||||||||||||||||||Graphite, Vanadium
INT0024|TSX|NGEx Resources Inc.|NGQ| 236,684,399 | 227,581,153 |||| Mining |||19940714|BC|Canada|TSX-OMX Nordic Exchange|||||||||C||||| 21,862,182 | 24,095,779 | 4,207 |6|||||Argentina,Chile|||||1||1||||||||||||||||
WEL0006|TSX|Nickel Creek Platinum Corp.|NCP| 44,948,136 | 236,569,139 |||| Mining ||TSXV Grad|20141204|ON|Canada|TSX-OTCQX||1|1||||||C||||| 8,382,182 | 2,440,466 | 2,194 |6|||YT|||||||||1|1|||1||||||||||||
NIG0001|TSX|Nighthawk Gold Corp.|NHK| 79,214,518 | 188,605,996 |||| Mining ||TSXV Grad|20170529|ON|Canada|TSX-OTCQX||1|||||||C||||| 19,180,933 | 11,600,971 | 4,127 |6|||NT|||||||1||||||||||||||||||
NIO0002|TSX|NioCorp Developments Ltd.|NB| 127,527,155 | 212,545,259 |||| Mining ||TSXV Grad|20150309|BC|Canada|TSX-OTCQX||1|||||||C||||| 10,554,619 | 6,718,843 | 6,584 |6||||||||NE||||||||||||||||||||Niobium
NOR0063|TSX|Noranda Income Fund|NIF| 49,486,767 | 37,489,975 |||| Mining ||IPO|20020502|ON|Canada||||||||||C||Income Trust|Business Trust|| 6,348,956 | 8,683,623 | 4,868 |6||||||||||||||||||||||||||||
NOR0001|TSX|North American Palladium Ltd.|PDL| 555,108,323 | 58,126,526 |||| Mining |||19681219|ON|Canada||||||||||C||||| 1,561,890 | 16,320,006 | 6,089 |6|||ON,Quebec|||||||1||||||||||||||||||Palladium
NOR0082|TSX|Northcliff Resources Ltd.|NCF| 16,506,842 | 173,756,229 |||| Mining ||TSXV Grad|20120202|BC|Canada|||1|1||||||C||||| 6,208,862 | 722,453 | 879 |6|||Canada||||||||||||||||||||||1|||
NOR0075|TSX|Northern Dynasty Minerals Ltd.|NDM| 221,614,845 | 312,133,585 |||| Mining ||TSXV Grad|20071030|BC|Canada|TSX-NYSE MKT||1|||||||C||||| 57,623,682 | 67,589,767 | 50,818 |6||||||||AK||1|1|1|||1|||||||||||1||
NOV0006|TSX|Novagold Resources Inc.|NG| 1,898,497,914 | 322,325,622 |||| Mining |||19870626|BC|Canada|TSX-NYSE MKT||||1|||||C||||| 20,767,489 | 114,825,110 | 86,802 |6|||BC|||||AK||1|1|1|||||||1|||||||||
NUT0003|TSX|Nutrien Ltd.|NTR| 45,044,830,176 | 629,821,451 |||| Mining |Agriculture|Other|20180102|SK|Canada|TSX-NYSE||||60|||||C||||| 133,809,304 | 8,612,331,236 | 624,337 |6|||AB,NB,SK||Trinidad & Tobago|||AL,FL,GA,IL,MO,NC,NE,OH,TX,WA|||||||||||||1|||||||Nitrogen,Phosphate
OCE0003|TSX|OceanaGold Corporation|OGC| 2,253,771,577 | 617,471,665 |||| Mining ||Other|20070627|Australia|Australia/NZ/PNG|TSX-ASX||||1|||||C||||| 198,413,630 | 669,873,949 | 346,921 |6||Australia,New Zealand||Philippines||||SC||1||1||||||||||||||||
ORO0007|TSX|Orocobre Limited|ORL| 1,313,982,009 | 260,710,716 |||| Mining ||Other|20100615|Australia|Australia/NZ/PNG|TSX-ASX|||||||||F||||| 11,860,036 | 71,911,010 | 31,237 |6|||||Argentina||||||||||||||||1|1||||||Boron
ORO0008|TSX|Orosur Mining Inc.|OMI| 5,879,345 | 117,586,905 |||| Mining ||TSXV Grad|20120514|Chile|Latin America|TSX-AIM||1|||||||C||||| 13,884,070 | 1,278,245 | 823 |6|||||Chile,Uruguay|||||1||||||||||||||||||
ORV0001|TSX|Orvana Minerals Corp.|ORV| 23,909,055 | 136,623,171 |||| Mining |||19530407|ON|Canada||||||||||C||||| 7,166,647 | 1,575,714 | 1,379 |6|||||Bolivia||Spain|MI||1|1|1||||||||||||||||
OSI0003|TSX|Osisko Gold Royalties Ltd.|OR| 2,245,611,598 | 159,213,783 |||| Mining ||Other|20140616|Quebec|Canada|TSX-NYSE||||1|||||C||||| 49,184,878 | 685,545,621 | 240,490 |6|||ON, Quebec||Mexico|||||1||||||||||||||||1||Royalty Streaming
BRA0022|TSX|Osisko Mining Inc.|OSK| 374,256,580 | 207,920,322 |||| Mining ||IPO|20121220|ON|Canada||||||||||C||||| 108,618,845 | 211,693,747 | 171,269 |6|||ON, Quebec|||||||1||||||||||||||||||
PAN0002|TSX|Pan American Silver Corp.|PAAS| 3,605,925,699 | 153,248,011 |||| Mining ||TSXV Grad|19841009|BC|Canada|TSX-NasdaqGM||1||1|||||C||||| 28,252,873 | 600,391,751 | 197,261 |6|||||Argentina,Bolivia,Mexico,Peru||||||1|||||||||||||||||
PER0012|TSX|Peregrine Diamonds Ltd.|PGD| 75,165,829 | 442,151,936 |||| Mining ||TSXV Grad|20060824|BC|Canada|||1|1||||||C||||| 22,787,773 | 3,381,859 | 2,400 |6|||MB,NU,NWT|||||||||||1|||||||||||||1|
PER0013|TSX|Perseus Mining Limited|PRU| 434,605,678 | 1,034,775,424 |||| Mining ||Other|20100203|Australia|Australia/NZ/PNG|TSX-ASX|||||||||F||||| 13,649,039 | 5,828,802 | 2,916 |6|C“te d'Ivoire,Ghana|||||||||1||||||||||||||||||
PER0016|TSX|Pershing Gold Corporation|PGLC| 80,530,054 | 33,554,189 |||| Mining ||Other|20161117|USA|USA|TSX-NasdaqGM||||||Lakewood|CO||U||||| 104,043 | 281,910 | 545 |6||||||||NV||1||||||||||||||||||
PLA0024|TSX|Platinum Group Metals Ltd.|PTM| 36,849,133 | 283,454,867 |||| Mining ||TSXV Grad|20050608|South Africa|Africa|TSX-NYSE MKT||1|||||||C||||| 23,075,442 | 5,989,452 | 10,420 |6|South Africa||NWT,ON|||||||||||||1||||||||||1||Palladium
POL0012|TSX|Polymet Mining Corp.|POM| 413,352,480 | 320,428,279 |||| Mining ||TSXV Grad|20070201|USA|USA|TSX-NYSE MKT||1||||St. Paul|MN||C||||| 5,959,567 | 7,863,342 | 8,057 |6||||||||MN||1||1|1|||1||||||||||||Cobalt
POT0004|TSX|Potash Ridge Corporation|PRK| 11,312,749 | 188,545,810 |||| Mining |Agriculture|IPO|20121205|ON|Canada||||||||||C||||| 76,031,681 | 7,515,427 | 7,974 |6||||||||UT|||||||||||||1|||||||
PRE0013|TSX|Premier Gold Mines Limited|PG| 528,823,939 | 202,614,536 |||| Mining ||Other|20060822|ON|Canada||||||||||C||||| 42,556,149 | 128,440,294 | 127,321 |6|||ON||Mexico|||NV||1||||||||||||||||||
PRE0016|TSX|Pretium Resources Inc.|PVG| 1,763,714,917 | 182,390,374 |||| Mining ||IPO|20101221|BC|Canada|TSX-NYSE||||1|||||C||||| 69,996,445 | 672,041,039 | 339,940 |6|||BC|||||||1||||||||||||||||||
PRO0047|TSX|Prophecy Development Corp.|PCY| 17,193,199 | 7,475,304 |||| Mining ||TSXV Grad|20111019|BC|Canada|||1|||||||C||||| 1,630,154 | 4,790,068 | 2,805 |6|||BC|Mongolia|Bolivia||||||1|1||||||1|1|||||1||||Titanium
RED0024|TSX|Red Eagle Mining Corporation|R| 82,032,344 | 443,418,075 |||| Mining ||TSXV Grad|20161104|BC|Canada|TSX-Lima (BVL)|TSX-OTCQX|1|||||||C||||| 27,322,939 | 6,646,206 | 4,814 |6|||||Colombia|||||1||||||||||||||||||
ROX0004|TSX|Roxgold Inc.|ROXG| 418,453,386 | 373,619,095 |||| Mining ||TSXV Grad|20170330|ON|Canada|||1|||||||C||||| 51,966,603 | 60,585,566 | 32,081 |6|Burkina Faso|||||||||1||||||||||||||||||
ROY0022|TSX|Royal Nickel Corporation|RNX| 36,284,936 | 362,849,363 |||| Mining ||IPO|20101216|ON|Canada|TSX-OTCQX|||||||||C||||| 168,051,157 | 39,834,432 | 20,730 |6||Australia|MB,Quebec|||||||1|||1|||||||||||||||
RAT0002|TSX|RTG Mining Inc.|RTG| 57,472,907 | 478,940,889 |||| Mining ||Other|20110104|Australia|Australia/NZ/PNG|TSX-ASX|||||||||F||||| 981,957 | 148,221 | 216 |6||||Philippines||||||1||1||||||||||||||||Magnetite
RUB0001|TSX|Rubicon Minerals Corporation|RMX| 72,534,235 | 65,940,214 |||| Mining ||TSXV Grad|20030917|BC|Canada|TSX-OTCQX||1|||||||C||||| 2,693,382 | 3,655,258 | 3,874 |6|||ON|||||||1||||||||||||||||||
SAB0004|TSX|Sabina Gold & Silver Corp.|SBB| 399,279,195 | 262,683,681 |||| Mining ||TSXV Grad|20091105|BC|Canada|||1|||||||C||||| 33,926,197 | 61,150,418 | 33,225 |6|||NU,ON|||||||1||||||||||||||||||
SAN0020|TSX|Sandstorm Gold Ltd.|SSL| 1,088,999,330 | 184,263,846 |||| Mining ||TSXV Grad|20121123|BC|Canada|TSX-NYSE MKT||1|1|1|||||C||||| 40,757,187 | 247,469,728 | 145,969 |6||||||||||1||||||||||||||||||Royalty Streaming
GOL0061|TSX|Scandium International Mining Corp.|SCY| 45,595,694 | 303,971,294 |||| Mining ||Other|20080424|USA|USA|||||||Sparks|NV||C||||| 18,066,450 | 3,297,564 | 2,615 |6||Australia|||||Norway|||||||||||||1||||||||Scandium
SEA0011|TSX|Seabridge Gold Inc.|SEA| 878,856,083 | 59,422,318 |||| Mining ||TSXV Grad|20080714|ON|Canada|TSX-NYSE||1|||||||C||||| 8,658,112 | 121,349,862 | 49,317 |6|||BC,NWT|||||NV,OR||1|1|1||||||||||||||||
SEM0001|TSX|Semafo Inc.|SMF| 1,240,601,742 | 325,617,255 |||| Mining |||19961212|Quebec|Canada|TSX-OMX Nordic Exchange||||1|||||C||||| 113,639,928 | 417,063,555 | 290,583 |6|Burkina Faso|||||||||1||||||||||||||||||
SER0009|TSX|Serabi Gold plc|SBI| 76,393,294 | 58,764,072 |||| Mining ||IPO|20110329|UK|UK/Europe|TSX-AIM|||||||||F||||| 1,883,822 | 143,910 | 174 |6|||||Brazil|||||1||||||||||||||||||
SHE0006|TSX|Sherritt International Corporation|S| 440,878,425 | 397,187,770 |||| Mining |Agriculture||19960619|ON|Canada||||||||||C||||| 228,498,166 | 275,644,765 | 101,808 |6|Madagascar||SK||Cuba||||1||||1|||||||||||||||
SIE0005|TSX|Sierra Metals Inc.|SMT| 558,921,486 | 163,427,335 |||| Mining ||TSXV Grad|20130708|BC|Canada|TSX-NYSE MKT|TSX-Lima (BVL)|1|||||||C||||| 1,556,621 | 5,135,185 | 4,338 |6|||||Mexico,Peru|||||1|1|1||||||1|1|||||||||
SIL0014|TSX|Silver Bear Resources plc|SBR| 157,538,716 | 670,377,513 |||| Mining ||IPO|20071218|ON|Canada||||||||||F||||| 8,600,355 | 2,141,010 | 1,946 |6||||||Russia|||||1|||||||||||||||||
MET0019|TSX|Silver Bull Resources, Inc.|SVB| 35,829,385 | 204,739,342 |||| Mining ||Other|20100826|USA|USA|TSX-OTCQB||||||Coeur d?Alene|ID||U||||| 50,752,049 | 11,080,271 | 8,521 |6|Gabon||||Mexico|||||1|1||||||1||1|||||||||Manganese
SIL0011|TSX|Silvercorp Metals Inc.|SVM| 579,857,476 | 167,105,901 |||| Mining ||TSXV Grad|20051024|China|Asia|TSX-NYSE MKT||1||||||Beijing|C||||| 43,124,347 | 148,912,901 | 139,771 |6|||BC|China|||||||1|||||||1|1|||||||||
SOL0013|TSX|SolGold plc|SOLG| 636,092,132 | 1,696,245,686 |||| Mining ||Other|20170714|Australia|Australia/NZ/PNG|TSX-LSE|||||||||F||||| 6,783,079 | 2,930,308 | 1,525 |6||Australia,Solomon Islands|||Ecuador|||||||||||||||||||||||
SOL0007|TSX|Solitario Zinc Corp.|SLR| 33,285,359 | 58,395,366 |||| Mining |||19940718|USA|USA|TSX-NYSE MKT||||||Wheat Ridge|CO||U||||| 1,341,381 | 850,631 | 1,641 |6|||||Brazil,Peru|||AK||1|1|1||||1|||1|||||||||
SOU0021|TSX|SouthGobi Resources Ltd.|SGQ| 43,623,798 | 272,648,738 |||| Mining ||TSXV Grad|20091203|BC|Canada|TSX-HKEx||1|||||||C||||| 807,739 | 135,148 | 95 |6||||Mongolia||||||||||||||||||||1||||
SIL0006|TSX|SSR Mining Inc.|SSRM| 1,556,275,462 | 119,990,398 |||| Mining ||TSXV Grad|20041104|BC|Canada|TSX-NasdaqGM||1||1|||||C||||| 33,288,571 | 394,139,319 | 185,751 |6|||NWT,SK||Argentina,Mexico,Peru|||NV||1|1|||||||1|1|||||||||
RAT0001|TSX|St. Augustine Gold and Copper Limited|SAU| 18,168,958 | 726,758,334 |||| Mining ||Other (S)|20110121|Hong Kong|Asia|||||||||Hong Kong|F||||| 11,883,544 | 314,834 | 577 |6||||Philippines||||||1||1||||||||||||||||
SHO0001|TSX|Star Diamond Corporation|DIAM| 66,598,074 | 380,560,424 |||| Mining ||TSXV Grad|20041126|SK|Canada|||1|||||||C||||| 32,771,550 | 6,337,987 | 3,957 |6|||AB,SK|||||||||||1|||||||||||||1|
STA0034|TSX|Starcore International Mines Ltd.|SAM| 7,943,496 | 49,646,851 |||| Mining ||TSXV Grad|20070711|BC|Canada|||1|||||||C||||| 2,645,333 | 584,374 | 735 |6|||||Mexico|||||1|1|||||||||||||||||
STE0019|TSX|Steppe Gold Ltd.|STGO| 51,926,139 | 41,540,911 |||| Mining ||IPO|20180522|ON|Canada||||||||||C||||| 1,664,518 | 1,995,504 | 655 |2||||||||||||||||||||||||||||
STO0007|TSX|Stornoway Diamond Corporation|SWY| 441,603,137 | 836,475,684 |||| Mining ||TSXV Grad|20041014|BC|Canada|||1|||||||C||||| 26,282,301 | 14,911,238 | 10,353 |6|||NU,ON,Quebec,SK|||||||||||1||||||||||||||
SUL0004|TSX|Sulliden Mining Capital Inc.|SMC| 10,365,713 | 41,462,851 |||| Mining ||Other|20140811|ON|Canada||||||||||C||||| 6,301,197 | 2,327,933 | 1,182 |6|||Quebec|||||||1||||||||||||||||||
TAH0002|TSX|Tahoe Resources Inc.|THO| 2,025,004,934 | 312,983,761 |||| Mining ||IPO|20100607|BC|Canada|TSX-NYSE||||1|||||C||||| 115,820,682 | 699,880,854 | 337,932 |6|||ON||Guatemala,Peru|||||1|1|||||||||||||||1||
BRA0017|TSX|Talon Metals Corp.|TLO| 12,316,294 | 129,645,201 |||| Mining ||TSXV Grad|20050413|Brazil|Latin America|||1|||||||F||||| 10,126,803 | 735,872 | 657 |6|||||Brazil||||||||||||1|||||||||||
TAN0001|TSX|Tanzanian Royalty Exploration Corporation|TNX| 68,780,530 | 122,822,375 |||| Mining ||Other|20011029|BC|Canada|TSX-NYSE MKT|||||||||C||||| 4,600,502 | 2,618,190 | 4,051 |6|Tanzania|||||||||1||||||||||||||||1||
TAS0002|TSX|Taseko Mines Limited|TKO| 319,305,818 | 228,075,584 |||| Mining ||TSXV Grad|20060308|BC|Canada|TSX-NYSE MKT||1|||||||C||||| 43,106,825 | 74,716,198 | 78,771 |6|||BC|||||||1||1|||1|||||||||||||Niobium
TEC0009|TSX|Teck Resources Limited|TECK| 19,205,609,430 | 573,642,290 |||| Mining |||19520325|BC|Canada|TSX-NYSE||||60|||||C||||| 232,935,816 | 8,201,314,376 | 1,128,210 |6|||AB,BC||Chile,Peru|||AK,WA||||1|||||||1|||||1||||
TER0012|TSX|Teranga Gold Corporation|TGZ| 503,442,900 | 107,343,902 |||| Mining ||IPO|20101207|ON|Canada|TSX-OTCQX|||||||||C||||| 37,394,538 | 164,130,345 | 105,494 |6|Senegal|||||||||1||||||||||||||||||
TIT0006|TSX|Titan Mining Corporation|TI| 144,798,475 | 101,970,757 |||| Mining ||IPO|20171019|BC|Canada||||||||||C||||| 12,440,230 | 16,699,584 | 9,077 |6||||||||NY|||||||||||1|||||||||
TMA0001|TSX|TMAC Resources Inc.|TMR| 513,820,994 | 91,753,749 |||| Mining ||IPO|20150707|ON|Canada||||||||||C||||| 7,395,986 | 52,334,235 | 26,921 |6|||NU|||||||1||||||||||||||||||
